"configuration","problem","model","data_file","status","time","nClauses","boolVariables","peakDepth","propagators","initTime","variables","bimanderTotalOffset","solveTime","run","error","optTime","flatTime","objective","nSolutions","bimanderCount","nogoods","failures","paths","peakMem","method","restarts","intVars","backjumps","bimanderTotalAbsoluteBalance","nClauseVariables","baseMem","nodes","flatBoolConstraints","trailMem","flatIntVars","nVariables","bimanderTotalM","flatBoolVars","bimanderTotalN","randomSeed","flatIntConstraints","evaluatedHalfReifiedConstraints","propagations","processFlatZincTime","solutions"
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","OPTIMAL_SOLUTION","3.4681439381092787","29081","","","","","","0","0.9526","raw","","","2.02577","1409","5","0","","","0","","minimize","","","","0","49254","","","19922","","16670","12800","0","12281","0","","16669","","","0.1017",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","OPTIMAL_SOLUTION","11.790588037110865","29081","","","","","","0","9.2867","raw","","","2.0304","1409","2","0","","","0","","minimize","","","","0","49254","","","19922","","16670","12800","0","12281","0","","16669","","","0.1036",""
"gecode","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","SATISFIED","1200.0699745398015","","","126","338","0.003139","487","","1199.91","raw","","","0.080124","1758","3","","","42142237","0","","minimize","0","","","","","","84284640","","","358","","","","","","338","","11388729547","","3"
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","OPTIMAL_SOLUTION","7.697418762370944","24634","","","","","","0","4.5684","raw","","","2.59091","9840","2","0","","","0","","minimize","","","","0","36079","","","15100","","17526","11585","0","11129","0","","17525","","","0.0777",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","OPTIMAL_SOLUTION","22.96489469707012","20179","","","","","","0","20.543","raw","","","2.01912","1605","2","0","","","0","","minimize","","","","0","24252","","","10301","","18448","9931","0","9673","0","","18447","14","","0.0614",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","SATISFIED","601.5277775432914","2247","","","","","","0","600.123","raw","","","1.28113","2215","10","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.007",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","SATISFIED","603.4320430895314","29681","","","","","","0","600.2122","raw","","","2.65705","5005","2","0","","","0","","minimize","","","","0","33705","","","14844","","27980","14723","0","14339","0","","27979","14","","0.0872",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","OPTIMAL_SOLUTION","4.618045969866216","16722","","","","","","0","2.7834","raw","","","1.50341","2456","2","0","","","0","","minimize","","","","0","25527","","","10803","","11140","7691","0","7487","0","","11139","","","0.0529",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","OPTIMAL_SOLUTION","6.506469435058534","29081","","","","","","0","3.9434","raw","","","2.12715","1409","2","0","","","0","","minimize","","","","0","49254","","","19922","","16670","12800","0","12281","0","","16669","","","0.0809",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","OPTIMAL_SOLUTION","2.11119999922812","22051","","","","","","0","0.4862","raw","","","1.32143","1041","6","0","","","0","","minimize","","","","0","44655","","","17595","","8267","8915","0","8695","0","","8266","","","0.0622",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","5.511195137165487","35924","","","","","","0","2.5596","raw","","","2.38499","3150","2","0","","","0","","minimize","","","","0","59132","","","24277","","21684","15909","0","15404","0","","21683","","","0.1108",""
"chuffed","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","0.2958205733448267","","37817","64","114","0.042","38155","","0.047","raw","","0.043","0.108288","2971","5","","86","86","0","0.0","minimize","5","336","588","","","0.0","958","","0.19","406","","","","","1638161306","222","","9335","",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","ERROR","","2247","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.17257","","","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.0061",""
"chuffed-free","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","OPTIMAL_SOLUTION","0.3947848565876484","","33077","159","382","0.041","34099","","0.088","raw","","0.06","0.137938","3691","7","","108","108","0","0.0","minimize","8","1020","427","","","0.0","1397","","0.42","873","","","","","1638162657","758","","32829","",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1303-line1078.dzn","OPTIMAL_SOLUTION","3.3071166975423694","40326","","","","","","0","0.4846","raw","","","2.29678","1246","3","0","","","0","","minimize","","","","0","78859","","","31491","","16972","16473","0","16225","0","","16971","","","0.1083",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line1350.dzn","ERROR","","1613","","","","","","0","","raw","Unknown message kind ASCII `E'","","0.828825","","","0","","","0","","minimize","","","","0","6053","","","1103","","272","555","0","405","0","","271","40","","0.0056",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1303-line283.dzn","ERROR","","2952","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.46908","","","0","","","0","","minimize","","","","0","12247","","","1970","","902","1087","0","902","0","","901","102","","0.0091",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1479-line1099.dzn","ERROR","","2625","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.09172","","","0","","","0","","minimize","","","","0","9043","","","1494","","506","991","0","594","0","","505","70","","0.0087",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-760-310-line795.dzn","SATISFIED","601.2424100060016","2806","","","","","","0","600.1451","raw","","","0.951472","1941","2","0","","","0","","minimize","","","","0","8838","","","1760","","738","1099","0","841","0","","737","106","","0.0091",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","SATISFIED","601.5298948343843","2689","","","","","","0","600.139","raw","","","1.24882","2556","2","0","","","0","","minimize","","","","0","9228","","","1943","","610","928","0","796","0","","609","88","","0.0079",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","SATISFIED","603.4028045525774","39241","","","","","","0","600.2231","raw","","","2.60042","5600","2","0","","","0","","minimize","","","","0","70017","","","28804","","20436","16703","0","16567","0","","20435","","","0.1021",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","SATISFIED","602.0737160025164","2908","","","","","","0","600.0198","raw","","","1.94113","2360","8","0","","","0","","minimize","","","","0","11954","","","2323","","614","860","0","819","0","","613","78","","0.0081",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-part-msu3","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","2.5946870064362884","22050","","","","","","0","0.9473","raw","","","1.33756","841","2","0","","","0","","minimize","","","","0","44654","","","17595","","8267","8915","0","8695","0","","8266","","","0.065199",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","603.7082312973216","33296","","","","","","0","600.2525","raw","","","2.88673","5291","2","0","","","0","","minimize","","","","0","45060","","","19563","","25804","15800","0","15344","0","","25803","","","0.0927",""
"picat_sat","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","OPTIMAL_SOLUTION","47.33098375238478","","","","","","","","47.12580911628902","raw","","","0.084259","2158","7","","","","0","","minimize","","","","","","","","","","358","","","","","","338","","","0.12091563609576225",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1000-1615-line479.dzn","SATISFIED","601.4886568244547","2689","","","","","","0","600.139","raw","","","1.20943","2556","2","0","","","0","","minimize","","","","0","9228","","","1943","","610","928","0","796","0","","609","88","","0.0075",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-1261-line126.dzn","SATISFIED","604.9555804599077","66280","","","","","","0","600.2739","raw","","","3.72538","5023","2","0","","","0","","minimize","","","","0","122264","","","49132","","32382","27846","0","27240","0","","32381","","","0.2143",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1000-274-line403.dzn","OPTIMAL_SOLUTION","3.9735350534319878","14813","","","","","","0","2.1228","raw","","","1.56532","2602","2","0","","","0","","minimize","","","","0","25228","","","10432","","8193","6567","0","6438","0","","8192","","","0.0412",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-best","tablelayout","TableLayout.mzn","en-1250-1283-line119.dzn","SATISFIED","602.9486245457083","5468","","","","","","0","600.1572","raw","","","2.46944","10023","2","0","","","0","","minimize","","","","0","14072","","","3359","","2438","2199","0","1872","0","","2437","364","","0.0185",""
"mzn_sat-open-wbo-order_binary_binary-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1274-line521.dzn","ERROR","","3079","","","","","","0","","raw","Unknown message kind ASCII `E'","","1.4108","","","0","","","0","","minimize","","","","0","8656","","","1988","","2114","1328","0","1370","0","","2113","270","","0.0093",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1000-1439-line292.dzn","SATISFIED","602.4480417557061","20227","","","","","","0","600.1811","raw","","","1.85612","5527","2","0","","","0","","minimize","","","","0","26066","","","12049","","16518","9665","0","9722","0","","16517","","","0.063",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1407-line1986.dzn","OPTIMAL_SOLUTION","165.38652868848294","22082","","","","","","0","162.0676","raw","","","2.88026","2700","2","0","","","0","","minimize","","","","0","27495","","","11621","","20436","10744","0","10713","0","","20435","10","","0.0837",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1479-line419.dzn","OPTIMAL_SOLUTION","4.382991197519004","35924","","","","","","0","1.4172","raw","","","2.40152","3150","8","0","","","0","","minimize","","","","0","59132","","","24277","","21684","15909","0","15404","0","","21683","","","0.1153",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1000-1286-line764.dzn","OPTIMAL_SOLUTION","5.858992143534124","29239","","","","","","0","2.9656","raw","","","2.3613","4502","2","0","","","0","","minimize","","","","0","38924","","","17607","","23318","13802","0","13786","0","","23317","","","0.0878",""
"picat_sat","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","27.148134095594287","","","","","","","","26.942959459498525","raw","","","0.074523","841","8","","","","0","","minimize","","","","","","","","","","186","","","","","","182","","","0.13065163609576225",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","OPTIMAL_SOLUTION","8.87616827338934","56366","","","","","","0","3.8621","raw","","","4.03915","2988","9","0","","","0","","minimize","","","","0","72229","","","33128","","46579","26710","0","26755","0","","46578","","","0.1715",""
"mzn_sat-loandra-order_binary_binary-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1000-1407-line976.dzn","SATISFIED","601.5028729643673","2247","","","","","","0","600.1247","raw","","","1.19847","2158","40","0","","","0","","minimize","","","","0","8245","","","1758","","668","693","0","677","0","","667","82","","0.0074",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","603.9002529392019","28351","","","","","","0","600.2141","raw","","","3.0879","5816","2","0","","","0","","minimize","","","","0","34173","","","14586","","25804","13855","0","13528","0","","25803","16","","0.1056",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-linear-su","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","OPTIMAL_SOLUTION","20.63737543579191","48188","","","","","","0","14.6971","raw","","","5.01512","2988","2","0","","","0","","minimize","","","","0","52993","","","24863","","46579","23724","0","23802","0","","46578","8","","0.1394",""
"chuffed","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","0.17540057934820652","","18004","52","94","0.019","18258","","0.026","raw","","0.023","0.073226","841","4","","45","45","0","0.0","minimize","4","252","145","","","0.0","368","","0.19","186","","","","","1638163257","182","","5199","",""
"mzn_sat-open-wbo-order_binary_order-True-PB_BEST-msu3","tablelayout","TableLayout.mzn","en-1250-1407-line1986.dzn","OPTIMAL_SOLUTION","181.90695987269282","22100","","","","","","0","178.6873","raw","","","2.78203","2125","2","0","","","0","","minimize","","","","0","27542","","","11621","","20436","10754","0","10713","0","","20435","10","","0.0651",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-only-linear-search","tablelayout","TableLayout.mzn","en-1000-1479-line419.dzn","OPTIMAL_SOLUTION","8.525534150190651","23382","","","","","","0","5.9091","raw","","","2.17545","3668","18","0","","","0","","minimize","","","","0","27500","","","11736","","21684","11553","0","11192","0","","21683","14","","0.0679",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1074-line298.dzn","OPTIMAL_SOLUTION","10.930126084946096","56366","","","","","","0","5.9212","raw","","","4.04966","2988","17","0","","","0","","minimize","","","","0","72229","","","33128","","46579","26710","0","26755","0","","46578","","","0.1692",""
"mzn_sat-loandra-order_binary_order-True-PB_BEST-core-guided","tablelayout","TableLayout.mzn","en-1250-1407-line1350.dzn","OPTIMAL_SOLUTION","1.8585965242236853","9352","","","","","","0","0.4199","raw","","","1.23755","841","5","0","","","0","","minimize","","","","0","12168","","","4834","","8267","4555","0","4395","0","","8266","10","","0.0297",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-wbo","tablelayout","TableLayout.mzn","en-1250-158-line1950.dzn","SATISFIED","603.5792872402817","33296","","","","","","0","600.2288","raw","","","2.77541","5841","2","0","","","0","","minimize","","","","0","45060","","","19563","","25804","15800","0","15344","0","","25803","","","0.093",""
"mzn_sat-loandra-order_orderBinary_order-True-PB_BEST-core-boosted","tablelayout","TableLayout.mzn","en-1250-1407-line976.dzn","OPTIMAL_SOLUTION","4.0856976471841335","25632","","","","","","0","1.8564","raw","","","1.78331","1708","14","0","","","0","","minimize","","","","0","40232","","","17230","","16689","11469","0","11415","0","","16688","","","0.1079",""
"mzn_sat-open-wbo-order_orderBinary_order-True-PB_BEST-oll","tablelayout","TableLayout.mzn","en-1250-1479-line1633.dzn","OPTIMAL_SOLUTION","15.019959339872003","42010","","","","","","0","11.4993","raw","","","2.66883","2971","2","0","","","0","","minimize","","","","0","64853","","","27213","","27980","18989","0","18483","0","","27979","","","0.1521",""
